"er.nku.dsUnz.l.a....k"	"i.kj.l..ukFk.i.kBd"	"c.f..k.k.i.Vsy"	"fot.....kadj..nwcs"	"gsuk...kgkc"	"vej..ukFk...kno"	"vLouh.dq0.oekZ"	"ek.kqj.h.i.k.Ms."	"yky..ckcq.fr.okj.h"	"mes..k.fr.okj.h"	"vkse.i.zdk..k...kno"	"fuf.k.dhfr.Z"	"i.zHkw.ukFk.ekyh"	"MkW0.equs..oj.i.zl.kn"	"j.kt.sUnz.dqekj"	"X..kEHkw.ukFk.i.zl.kn"	"dqy.fof.kekU..er"	"i.zfr..ksfi.r.er.ksa.dh.dqy..l.a....k"	"X..ksx"	"fufonr.er.ksa.dh.dqy..l.a....k"
"270"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"271"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"272"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"273"	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
"274"	171	2	80	6	339	5	1	4	4	4	72	2	2	1	8	5	535	0	535	0
"275"	172	13	34	5	103	10	6	4	3	9	373	10	6	2	29	9	616	0	616	0
"276"	173	5	53	1	99	6	9	4	4	5	192	3	5	11	29	16	442	0	442	0
"277"	174	14	158	8	57	1	4	3	2	8	237	5	3	3	12	4	519	0	519	0
"278"	175	4	101	1	42	5	2	5	1	9	232	2	3	1	22	10	440	0	440	0
"279"	176	9	279	2	53	4	5	2	7	12	67	2	1	6	16	8	473	0	473	0
"280"	177	9	69	5	71	5	6	5	0	6	344	6	3	4	33	20	586	0	586	0
"281"	178	0	12	1	64	0	7	2	2	4	381	3	3	2	11	7	499	0	499	0
"282"	179	15	106	2	35	27	6	1	6	1	272	7	4	3	20	17	522	0	522	0
"283"	180	21	191	10	165	18	4	4	8	8	159	2	3	3	18	8	622	0	622	0
"284"	NA	92	1083	41	1028	81	50	34	37	66	2329	42	33	36	198	104	5254	0	5254	0
"285"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"286"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"287"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"288"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"289"	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
"290"	181	14	6	3	133	2	7	3	3	3	375	2	0	1	11	3	566	0	566	0
"291"	182	9	195	0	46	1	1	2	6	8	165	2	1	0	20	16	472	0	472	0
"292"	183	10	15	1	81	4	6	7	3	7	330	4	5	0	16	5	494	0	494	0
"293"	184	10	4	2	155	6	6	5	3	10	209	1	8	3	24	19	465	0	465	0
"294"	185	11	8	11	134	3	6	4	3	4	459	7	1	3	27	7	688	0	688	0
"295"	186	7	113	7	182	6	6	5	6	13	175	6	9	2	12	8	557	0	557	0
"296"	187	3	196	1	57	2	3	0	6	7	124	1	2	3	16	5	426	0	426	0
"297"	188	1	5	9	110	3	3	1	0	4	454	1	0	0	9	2	602	0	602	0
"298"	189	7	58	4	51	3	3	5	2	8	445	11	2	3	19	26	647	0	647	0
"299"	190	14	229	10	20	5	4	2	6	9	109	2	0	6	25	7	448	0	448	0
"300"	NA	86	829	48	969	35	45	34	38	73	2845	37	28	21	179	98	5365	0	5365	0
"301"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"302"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"303"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"304"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"305"	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
"306"	191	13	2	5	38	4	8	4	1	9	331	4	2	3	17	10	451	0	451	0
"307"	192	2	88	1	27	4	3	3	6	3	157	0	0	4	20	4	322	0	322	0
"308"	193	15	3	1	67	6	10	6	7	8	335	3	10	5	17	11	504	0	504	0
"309"	194	12	8	3	123	13	4	4	5	6	448	5	1	2	15	6	655	0	655	0
"310"	195	2	3	4	52	6	5	5	2	9	341	10	0	3	9	4	455	0	455	0
"311"	196	7	12	4	164	6	4	0	1	5	108	6	4	3	27	7	358	0	358	0
"312"	197	2	56	1	96	3	3	1	4	3	106	1	3	8	20	10	317	0	317	0
"313"	198	10	2	8	293	43	7	6	5	5	235	9	11	12	31	22	699	0	699	0
"314"	199	7	8	4	65	14	2	0	3	5	528	4	4	3	16	3	666	0	666	0
"315"	200	4	2	5	442	8	0	2	0	0	8	2	4	2	0	2	481	0	481	0
"316"	NA	74	184	36	1367	107	46	31	34	53	2597	44	39	45	172	79	4908	0	4908	0
"317"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"318"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"319"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"320"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"321"	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
"322"	201	0	2	4	299	4	1	5	0	1	6	0	7	2	2	2	335	0	335	0
"323"	202	9	19	3	95	6	6	0	1	5	369	0	0	0	26	5	544	0	544	0
"324"	203	7	6	2	58	2	5	3	0	3	260	1	2	1	12	4	366	0	366	0
"325"	204	19	7	3	174	3	1	6	2	2	312	1	1	3	26	9	569	0	569	0
"326"	205	11	9	3	88	14	4	3	4	9	269	2	4	2	13	9	444	0	444	0
"327"	206	1	25	2	76	6	5	1	3	11	322	4	3	4	16	12	491	0	491	0
"328"	207	12	11	5	117	18	10	6	7	9	563	5	4	8	39	14	828	0	828	0
"329"	208	22	9	5	100	17	16	4	8	8	449	6	4	2	47	16	713	0	713	0
"330"	209	17	4	3	166	32	8	5	7	11	213	9	5	3	15	7	505	0	505	0
"331"	210	7	6	3	114	69	4	1	8	4	120	5	6	2	10	18	377	0	377	0
"332"	NA	105	98	33	1287	171	60	34	40	63	2883	33	36	27	206	96	5172	0	5172	0
"333"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"334"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"335"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"336"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"337"	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
"338"	211	11	157	12	164	44	8	3	7	10	279	5	8	8	24	9	749	NA	749	NA
"339"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"340"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"341"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"342"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"343"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"344"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"345"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"346"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"347"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"348"	NA	11	157	12	164	44	8	3	7	10	279	5	8	8	24	9	749	0	749	0
"349"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"350"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"351"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
