"A_CODE"	"BOOTH_NO"	"Kalawati.Devi"	"Ramji.Manjhi"	"Sanjiv.Prasad.Toni"	"Hari.Manjhi"	"Dilip.Paswan"	"Niranjan.Kumar"	"Rajesh.Kumar"	"Ramdev.Arya.Paan"	"Amarnath.prasad"	"Krishna.Choudhary"	"Kail.Das"	"Deepak.Paswan"	"Ramkisho.re.Paswan"	"Ramu.Paswan"	"Shiv.Shankar.Kumar"	"Shyamlal.Manjhi"	"TOTAL.Votes"
"28"	232	28	20	152	11	149	4	28	2	2	2	2	2	0	3	4	8	19	408
"29"	232	29	0	6	9	62	0	0	6	0	0	0	0	0	1	0	0	0	84
"30"	232	30	60	59	6	148	5	63	1	1	1	2	1	2	2	3	4	4	362
"31"	232	31	6	47	24	49	4	43	30	0	6	2	0	2	0	0	2	2	217
"32"	232	32	0	110	8	13	3	2	0	0	0	0	0	1	1	1	3	1	143
"33"	232	33	17	694	8	51	1	0	0	0	0	0	0	0	0	0	0	0	771
"34"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"35"	232	34	74	155	103	136	3	14	1	3	2	2	4	3	1	6	8	6	521
"36"	232	35	3	193	1	15	0	0	0	0	0	1	1	1	0	0	1	2	218
"37"	232	36	15	276	6	91	3	1	2	4	2	2	2	0	1	1	0	0	406
"38"	232	37	40	50	189	61	0	4	5	2	1	0	1	0	2	4	1	0	360
"39"	232	38	3	148	154	33	2	8	2	0	4	0	0	0	0	0	0	0	354
"40"	232	39	57	189	43	154	4	1	2	2	3	2	2	2	3	3	5	7	479
"41"	232	40	4	55	78	212	5	11	1	1	4	5	2	1	5	5	4	9	402
"42"	232	41	10	57	60	245	5	6	3	2	5	1	2	2	1	1	1	1	402
"43"	232	42	0	41	9	10	0	7	0	0	0	0	0	2	0	0	0	0	69
"44"	232	43	2	123	12	6	1	1	0	1	0	0	5	0	2	0	0	1	154
"45"	232	44	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
"46"	232	45	4	17	111	112	2	26	4	0	1	1	0	0	5	1	1	4	289
"47"	232	46	2	97	19	11	1	22	1	1	2	2	3	0	2	0	1	4	168
"48"	232	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"49"	232	48	0	648	10	3	0	0	0	0	0	0	0	0	0	0	1	0	662
"50"	232	49	0	442	2	1	0	0	0	0	0	0	0	0	0	0	0	0	445
"51"	232	50	0	11	138	24	0	2	0	0	0	0	0	0	0	1	0	1	177
"52"	232	51	2	4	148	11	0	0	0	1	0	0	1	0	1	0	0	0	168
"53"	232	52	0	2	91	12	0	0	0	0	0	0	0	0	0	0	0	0	105
"54"	232	53	2	72	12	1	1	0	0	0	0	0	0	0	0	0	0	0	88
"55"	232	54	7	10	134	16	1	1	1	1	1	0	2	2	0	1	0	3	180
"56"	232	55	38	30	70	20	1	0	0	0	1	0	2	0	1	1	1	3	168
"57"	232	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"58"	232	57	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	7
"59"	232	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"60"	232	59	9	10	20	105	2	0	0	0	0	0	0	0	0	0	0	2	148
"61"	232	60	1	67	14	43	0	1	0	2	0	0	0	0	0	0	0	0	128
"62"	232	61	2	40	51	102	6	1	0	0	1	0	0	13	3	2	0	6	227
"63"	232	62	7	30	105	145	2	2	0	1	0	2	1	1	2	1	4	3	306
"64"	232	63	80	65	10	39	2	2	2	1	0	2	1	1	3	2	8	13	231
"65"	232	64	36	39	2	115	3	1	2	1	0	0	1	1	0	0	0	1	202
"66"	232	65	2	172	1	1	0	0	0	0	0	0	0	0	0	0	0	0	176
"67"	232	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"68"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"69"	232	67	10	82	51	82	31	3	0	1	1	0	1	2	1	3	3	3	274
"70"	232	68	8	79	31	69	6	2	1	0	1	0	1	0	3	3	1	4	209
"71"	232	69	0	148	5	9	1	0	0	0	0	0	0	0	0	0	0	0	163
"72"	232	70	22	82	10	164	9	0	0	1	4	1	2	0	5	0	3	4	307
"73"	232	71	1	581	2	18	0	0	0	0	0	0	0	0	0	0	0	0	602
"74"	232	72	1	349	2	2	0	0	0	0	0	0	0	0	0	0	0	0	354
"75"	232	73	29	81	11	247	2	3	1	0	3	1	5	0	6	4	3	5	401
"76"	232	74	5	23	21	544	9	0	1	0	1	0	0	4	0	3	3	11	625
"77"	232	75	5	25	20	221	5	0	1	4	2	3	1	7	9	14	4	12	333
"78"	232	76	32	34	50	267	11	2	3	1	6	4	0	3	4	3	2	1	423
"79"	232	77	3	52	52	59	2	1	0	0	0	0	0	0	1	1	0	0	171
"80"	232	78	95	16	22	357	1	3	1	1	2	0	0	0	0	2	1	0	501
"81"	232	79	0	214	6	11	0	0	0	0	0	0	0	0	0	0	2	0	233
"82"	232	80	9	84	18	10	1	14	0	2	2	2	5	2	2	2	7	4	164
"83"	232	81	13	234	227	49	1	3	0	0	2	1	1	1	0	1	0	4	537
"84"	232	82	12	17	23	237	11	7	3	3	4	2	1	0	2	2	3	3	330
"85"	232	83	43	56	74	191	5	10	3	0	1	0	1	1	2	1	9	2	399
"86"	232	84	23	116	246	50	0	1	0	0	2	1	1	0	0	1	1	0	442
"87"	232	85	4	217	300	22	1	0	0	2	0	0	0	0	0	0	0	0	546
"88"	232	86	19	234	7	137	1	1	2	1	1	0	0	0	0	1	0	0	404
"89"	232	87	45	88	38	70	3	6	1	3	1	1	2	2	1	0	6	1	268
"90"	232	88	8	26	204	26	3	2	0	1	0	0	1	0	0	0	0	0	271
"91"	232	89	5	8	66	95	1	3	0	3	3	1	0	1	3	1	0	2	192
"92"	232	90	163	170	46	176	7	10	0	1	2	2	7	5	2	3	3	8	605
"93"	232	91	88	112	38	211	1	9	2	1	0	0	7	0	3	4	3	10	489
"94"	232	92	24	71	68	334	3	2	1	4	2	1	2	1	0	1	1	0	515
"95"	232	93	15	123	34	227	3	7	1	0	1	1	0	1	3	0	0	1	417
"96"	232	94	0	9	42	219	1	3	1	0	0	0	0	0	1	1	2	0	279
"97"	232	95	64	32	48	169	3	27	4	2	4	2	0	1	0	2	2	3	363
"98"	232	96	51	187	50	122	7	3	5	2	1	1	3	5	1	0	2	3	443
"99"	232	97	5	22	36	225	3	13	1	0	0	0	0	1	0	1	0	2	309
"100"	232	98	7	127	23	18	2	9	3	1	0	1	1	1	1	1	0	6	201
"101"	232	99	5	105	64	111	3	3	0	0	1	0	1	1	0	0	0	0	294
"102"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"103"	232	100	2	473	10	10	9	8	0	0	0	0	2	1	0	0	1	2	518
"104"	232	101	11	30	23	73	7	13	4	3	6	2	9	3	4	3	4	11	206
"105"	232	102	39	334	35	98	6	3	1	0	1	2	5	1	0	5	2	4	536
"106"	232	103	8	491	17	156	2	3	2	0	0	1	1	0	0	0	0	0	681
"107"	232	104	3	175	3	67	0	4	3	0	0	0	3	0	1	0	1	0	260
"108"	232	105	0	57	3	5	0	0	0	0	0	0	0	0	0	0	0	0	65
"109"	232	106	32	56	8	38	2	1	0	1	2	1	2	2	3	2	11	1	162
"110"	232	107	10	11	14	118	8	4	1	3	1	1	2	1	2	3	3	8	190
"111"	232	108	2	106	4	7	1	0	0	0	0	0	0	1	0	0	1	0	122
"112"	232	109	1	242	132	13	0	0	0	0	1	0	2	0	3	1	0	0	395
"113"	232	110	0	86	50	4	0	0	0	0	0	0	0	0	0	0	0	0	140
"114"	232	111	3	117	42	3	1	0	1	1	2	0	1	0	2	1	0	0	174
"115"	232	112	2	106	25	10	0	3	0	0	0	0	2	0	1	1	0	0	150
"116"	232	113	6	99	39	120	8	14	0	2	4	4	1	1	4	4	0	4	310
"117"	232	114	9	69	97	143	9	2	2	6	3	4	3	3	14	5	5	14	388
"118"	232	115	108	86	18	38	0	6	2	0	1	0	2	1	2	1	1	2	268
"119"	232	116	23	70	138	114	4	2	4	3	2	3	2	4	0	3	1	3	376
"120"	232	117	3	360	4	45	0	0	0	1	0	0	0	1	0	0	1	1	416
"121"	232	118	70	130	57	26	0	2	0	2	1	3	4	2	2	3	2	12	316
"122"	232	119	26	53	66	86	5	11	0	1	1	0	4	0	0	0	0	1	254
"123"	232	120	10	100	106	149	3	0	1	1	1	0	0	0	5	1	0	6	383
"124"	232	121	9	90	14	101	5	2	0	2	0	3	1	1	4	3	12	8	255
"125"	232	122	0	18	4	337	0	0	0	0	0	0	1	0	0	0	0	1	361
"126"	232	123	6	27	10	461	2	0	0	0	0	0	0	0	0	0	1	0	507
"127"	232	124	2	14	13	283	8	61	1	1	1	1	1	4	1	4	5	5	405
"128"	232	125	1	0	32	384	6	15	0	0	0	1	1	1	3	1	5	5	455
"129"	232	126	33	121	72	126	3	10	3	2	2	4	4	2	2	1	9	8	402
"130"	232	127	9	92	194	68	3	5	4	2	8	2	4	1	1	5	0	5	403
"131"	232	128	35	87	21	22	1	8	0	1	1	2	4	1	0	1	4	2	190
"132"	232	129	1	12	14	48	2	18	2	1	40	5	0	4	2	9	5	6	169
"133"	232	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"134"	232	131	32	17	38	87	3	1	2	1	1	1	0	0	1	0	2	0	186
"135"	232	132	5	141	20	74	0	1	1	0	0	0	0	1	0	0	1	1	245
"136"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"137"	232	133	1	42	35	169	2	0	0	0	0	0	0	0	2	1	0	0	252
"138"	232	134	0	0	4	485	0	8	0	0	0	0	0	0	1	0	0	0	498
"139"	232	135	1	18	51	297	0	0	1	0	0	0	0	0	0	0	0	1	369
"140"	232	136	65	44	30	149	8	5	2	5	7	3	3	1	4	5	1	1	333
"141"	232	137	12	92	20	160	6	52	5	0	2	2	3	3	4	1	9	6	377
"142"	232	138	1	204	29	2	0	4	0	1	0	0	0	0	0	0	2	2	245
"143"	232	139	3	162	12	3	1	21	1	0	1	2	1	3	2	1	1	0	214
"144"	232	140	14	76	81	163	6	4	2	3	1	1	5	2	2	2	2	0	364
"145"	232	141	0	193	19	102	0	0	0	1	1	0	1	0	0	0	0	0	317
"146"	232	142	22	9	56	216	6	4	0	1	2	2	0	2	2	3	3	0	328
"147"	232	143	8	149	55	191	4	1	0	0	2	2	1	0	1	1	0	3	418
"148"	232	144	3	14	4	311	2	1	1	1	1	0	2	3	2	3	1	0	349
"149"	232	145	17	38	29	95	7	6	1	0	1	1	1	4	0	0	2	8	210
"150"	232	146	4	180	5	40	1	11	2	1	1	0	1	0	0	1	4	1	252
"151"	232	147	5	43	88	26	3	2	0	1	1	0	1	0	2	2	1	1	176
"152"	232	148	7	96	130	27	2	2	2	0	0	1	1	2	2	3	2	3	280
"153"	232	149	12	7	201	25	0	0	0	0	0	0	1	0	2	2	0	1	251
"154"	232	150	5	103	48	27	0	0	1	0	0	0	0	0	0	0	0	2	186
"155"	232	151	8	110	128	16	2	1	2	0	1	1	1	0	3	1	1	4	279
"156"	232	152	5	72	62	52	0	2	1	0	0	0	1	0	0	0	0	2	197
"157"	232	153	11	149	75	9	0	0	0	0	1	0	0	0	0	0	0	0	245
"158"	232	154	3	615	23	27	1	0	0	0	0	0	0	0	0	0	0	0	669
"159"	232	155	6	38	133	83	1	2	4	5	2	0	1	0	5	1	1	3	285
"160"	232	156	6	43	74	77	4	0	1	1	1	0	0	0	2	2	0	3	214
"161"	232	157	0	12	312	26	1	2	0	0	0	0	0	1	0	1	1	0	356
"162"	232	158	4	1	277	63	0	1	0	0	0	0	0	0	4	0	0	0	350
"163"	232	159	3	78	503	34	1	2	0	1	1	0	0	1	1	2	1	2	630
"164"	232	160	5	274	74	43	2	1	0	0	0	0	0	1	1	1	1	1	404
"165"	232	161	7	132	172	29	1	0	0	0	0	0	1	0	0	0	0	0	342
"166"	232	162	16	91	130	63	7	5	2	4	1	1	1	2	0	1	1	4	329
"167"	232	163	2	125	49	27	2	0	0	0	0	0	1	0	0	0	0	0	206
"168"	232	164	2	6	43	118	0	2	0	1	0	0	0	0	0	2	0	1	175
"169"	232	165	26	175	52	105	3	6	1	0	2	2	2	4	3	12	4	3	400
"170"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"171"	232	166	0	38	116	165	3	4	0	2	0	0	1	0	1	0	1	0	331
"172"	232	167	0	10	47	172	0	1	0	1	0	0	0	0	1	0	0	0	232
"173"	232	168	11	9	79	221	1	10	1	1	3	0	3	2	1	4	1	5	352
"174"	232	169	32	24	34	176	4	6	4	4	1	2	3	2	3	0	4	4	303
"175"	232	170	4	22	45	280	14	2	0	2	3	1	4	4	2	2	1	7	393
"176"	232	171	10	24	90	42	0	4	0	2	0	0	1	1	1	0	0	3	178
"177"	232	172	1	264	12	95	3	1	0	1	0	0	0	0	1	0	1	0	379
"178"	232	173	23	157	55	261	4	9	0	1	1	0	1	2	2	2	2	0	520
"179"	232	174	0	30	875	4	2	0	0	0	0	0	0	0	0	0	0	0	911
"180"	232	175	2	371	358	20	2	0	0	0	0	0	0	0	0	0	1	0	754
"181"	232	176	0	7	460	2	0	1	0	0	0	0	0	0	0	0	0	0	470
"182"	232	177	0	321	31	3	0	0	0	1	0	0	0	0	0	0	0	0	356
"183"	232	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"184"	232	179	3	179	19	190	3	2	1	0	0	0	0	1	1	2	0	1	402
"185"	232	180	22	39	31	253	2	2	0	0	1	2	0	0	0	1	0	0	353
"186"	232	181	48	31	59	224	5	2	4	2	3	3	3	2	1	2	3	1	393
"187"	232	182	0	0	7	297	0	0	0	0	0	0	0	0	0	0	0	0	304
"188"	232	183	26	151	40	66	6	5	2	0	3	1	0	2	13	2	10	9	336
"189"	232	184	56	55	17	132	1	4	10	2	1	4	2	0	1	2	1	6	294
"190"	232	185	42	77	13	98	0	0	25	1	0	1	1	0	0	3	0	3	264
"191"	232	186	8	181	12	23	3	3	2	1	2	0	2	0	1	0	0	8	246
"192"	232	187	19	71	175	99	1	6	5	3	1	1	3	1	3	1	2	4	395
"193"	232	188	69	9	68	85	3	1	14	0	0	1	1	0	0	2	1	10	264
"194"	232	189	229	83	60	168	7	11	3	1	5	0	1	5	7	4	2	7	593
"195"	232	190	9	27	117	125	6	9	26	3	2	2	2	0	2	1	0	12	343
"196"	232	191	3	36	94	105	1	0	0	0	1	2	2	0	0	0	2	3	249
"197"	232	192	0	637	4	7	2	0	0	0	0	0	0	0	0	0	0	0	650
"198"	232	193	2	11	320	24	0	0	1	1	0	0	2	1	1	2	0	4	369
"199"	232	194	0	604	10	7	0	0	0	0	0	0	0	0	1	0	0	0	622
"200"	232	195	0	284	2	0	0	0	0	0	0	0	0	0	0	0	1	1	288
"201"	232	196	127	50	32	60	5	2	1	0	1	1	0	1	1	1	2	1	285
"202"	232	197	134	74	20	189	2	1	2	0	3	3	8	2	3	6	3	12	462
"203"	232	198	27	21	10	169	7	3	2	2	2	0	2	7	7	3	8	16	286
"204"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"205"	232	199	271	122	5	67	3	0	0	1	2	3	3	0	0	1	1	1	480
"206"	232	200	20	179	42	44	2	1	2	1	1	2	2	1	2	7	3	2	311
"207"	232	201	1	273	1	0	0	0	0	0	0	3	0	0	0	0	0	0	278
"208"	232	202	69	145	23	110	6	6	3	0	1	1	0	0	0	1	2	4	371
"209"	232	203	47	97	81	79	3	11	2	4	13	4	7	1	4	4	4	4	365
"210"	232	204	57	187	62	148	9	6	4	0	3	1	4	5	7	6	5	6	510
"211"	232	205	7	405	9	67	2	6	1	0	1	2	1	2	1	0	1	0	505
"212"	232	206	55	610	41	99	4	2	3	3	0	4	5	3	5	3	5	8	850
"213"	232	207	8	109	66	66	3	0	4	2	5	3	2	1	4	3	3	3	282
"214"	232	208	43	16	75	146	5	3	1	2	4	1	7	5	12	5	8	13	346
"215"	232	209	8	129	96	187	3	2	1	3	6	3	2	1	1	4	6	6	458
"216"	232	210	1	337	2	5	0	0	0	0	0	0	0	0	0	0	0	0	345
"217"	232	211	44	15	14	194	5	1	2	0	3	0	0	2	3	1	2	2	288
"218"	232	212	73	63	33	57	7	2	1	0	1	0	4	3	1	1	0	1	247
"219"	232	213	81	31	22	317	9	30	4	3	1	1	5	4	12	3	2	26	551
"220"	232	214	5	112	140	127	0	0	2	2	0	2	3	1	1	4	1	8	408
"221"	232	215	1	362	2	2	0	0	0	0	1	1	2	0	0	2	0	0	373
"222"	232	216	2	478	3	1	0	1	0	0	0	0	0	0	0	0	0	2	487
"223"	232	217	64	166	39	87	1	4	0	0	0	0	0	0	1	2	2	5	371
"224"	232	218	119	46	61	101	1	6	0	0	5	0	0	4	5	5	4	11	368
"225"	232	219	5	312	49	53	1	1	0	0	0	1	0	1	1	1	1	1	427
"226"	232	220	63	361	18	125	2	0	0	1	1	0	0	0	0	1	2	0	574
"227"	232	221	15	150	110	323	3	11	4	4	3	5	10	8	3	7	5	1	662
"228"	232	222	44	82	104	203	6	3	1	1	1	1	1	2	5	0	1	7	462
"229"	232	223	5	412	11	118	4	1	0	1	0	3	7	1	1	0	1	0	565
"230"	232	224	3	193	11	55	1	3	0	0	1	2	6	2	0	2	1	3	283
"231"	232	225	53	135	45	88	1	16	2	6	2	1	5	5	5	8	11	9	392
"232"	232	226	18	80	91	116	1	6	7	5	2	1	3	6	0	3	0	3	342
"233"	232	227	10	99	126	83	3	3	3	0	0	3	1	3	3	3	6	2	348
"234"	232	228	31	59	18	63	0	1	0	1	0	1	0	0	1	0	1	4	180
"235"	232	229	31	57	79	121	7	2	0	3	4	1	5	4	6	4	0	5	329
"236"	232	230	47	50	31	379	11	4	3	4	2	1	2	2	1	0	0	2	539
"237"	232	231	19	115	22	199	5	0	0	1	2	2	0	1	1	0	1	10	378
"238"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"239"	232	232	0	21	26	186	0	1	0	1	0	0	0	0	0	2	1	1	239
"240"	232	233	1	18	10	178	0	0	0	1	0	0	1	1	0	0	0	0	210
"241"	232	234	38	171	117	186	8	2	0	4	4	1	2	1	12	9	14	12	581
"242"	232	235	27	230	24	106	1	1	0	2	0	1	2	0	2	1	1	1	399
"243"	232	236	6	145	7	73	7	1	1	2	2	4	0	2	2	7	3	8	270
"244"	232	237	26	174	157	79	4	4	3	4	1	1	7	1	9	4	4	8	486
"245"	232	238	2	287	22	47	1	9	0	0	2	4	1	0	2	0	2	2	381
"246"	232	239	3	184	12	88	6	3	1	5	0	4	10	5	10	7	11	11	360
"247"	232	240	34	442	30	80	0	26	1	0	0	3	1	2	0	1	0	1	621
"248"	232	241	3	96	8	78	0	1	0	0	0	2	0	0	5	0	1	7	201
"249"	232	242	2	33	112	336	9	1	1	0	3	0	1	1	6	0	1	3	509
"250"	232	243	1	242	9	73	1	2	2	0	1	1	0	0	4	1	1	6	344
"251"	232	244	51	106	26	279	8	0	2	1	1	1	5	2	8	2	10	15	517
"252"	232	245	18	59	16	291	6	1	0	4	2	0	0	1	3	2	1	5	409
"253"	232	246	4	59	29	185	3	36	2	2	2	1	2	2	6	4	7	5	349
"254"	232	247	1	146	10	48	2	2	0	0	0	1	4	1	7	5	11	6	244
"255"	232	248	2	402	19	61	1	1	2	0	1	0	1	2	0	2	0	2	496
"256"	232	249	3	71	8	33	1	0	1	1	0	2	4	1	2	1	9	6	143
"257"	232	250	9	20	16	448	5	2	2	1	1	1	0	0	3	1	1	1	511
"258"	232	251	2	4	29	169	3	1	0	0	1	0	2	3	0	1	0	0	215
"259"	232	252	17	34	108	214	9	1	2	0	2	1	5	5	7	2	3	10	420
"260"	232	253	10	79	34	171	1	4	1	0	1	2	2	2	1	2	1	3	314
"261"	232	254	13	43	40	44	5	10	2	2	3	2	3	4	3	3	7	18	202
"262"	232	255	0	16	29	108	2	0	0	0	0	0	0	0	0	0	0	1	156
"263"	232	256	10	311	17	171	1	0	0	0	1	1	4	1	2	3	4	5	531
"264"	232	257	5	169	79	437	4	1	3	1	1	1	1	2	2	3	5	2	716
"265"	232	258	6	170	26	72	1	0	2	1	0	1	0	0	1	1	0	0	281
"266"	232	259	16	22	79	399	6	4	3	1	4	2	2	5	4	3	1	6	557
"267"	232	260	34	115	94	251	14	4	8	0	8	2	6	6	6	10	5	24	587
"268"	232	261	2	467	2	21	0	6	0	0	0	1	0	1	2	0	2	3	507
"269"	232	262	29	25	2	157	4	3	0	0	1	1	0	0	1	3	1	5	232
"270"	232	263	8	55	64	279	11	1	0	0	6	1	1	0	4	3	2	2	437
"271"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"272"	NA	NA	5261	32181	14876	32457	776	1250	400	259	373	266	385	343	505	448	520	895	91195
"273"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"274"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
